id,wine_name,wine_country,wine_region,wine_year,wine_type,wine_price,wine_alcohol,wine_seller
1084,BECKER Pinot Noir Tradition,Deutschland,Rheingau,2003,red,12.95,13.68,3
1085,KÜNSTLER Spätburgunder Edition,Deutschland,Württemberg,2008,red,18.5,13.62,3
1086,HIRSCH Großes Geweih,Deutschland,Baden,2017,red,19.9,13.89,3
1087,SONNENHOF Edition 962,Deutschland,Rheingau,2020,red,29.5,14.13,3
1088,EBERBACH Höllenberg,Deutschland,South Australia,2019,red,19.95,12.32,3
1089,PIRRAMIMMA Petit Verdot,Australien,South Australia,2020,red,15.95,14.5,3
1090,PIRRAMIMMA Classic Shiraz,Australien,South Australia,2021,red,15.95,14.48,3
1091,BLEASDALE Frank Potts,Australien,South Australia,2016,red,18.95,14.09,3
1092,BLEASDALE Bremerview Shiraz,Australien,Mendoza,2007,red,11.95,14.06,3
1093,KAIKEN Ultra Cabernet Sauvignon,Argentinien,Western Cape,2013,red,13.95,14.89,3
1094,SURVIVOR Pinotage,Südafrika,Coastal Region,2001,red,8.95,14.49,3
1095,BEYERSKLOOF Synergy,Südafrika,,2020,red,12.5,14.18,3
1096,SURVIVOR Pinotage Reserve,Südafrika,Coastal Region,2018,red,26,14,3
1097,BRAZIN Lodi Old Vine Zinfandel,USA,Kalifornien,2007,red,13.95,14.81,3
1098,CREST Syrah,USA,Washington State,2011,red,12.5,14.46,3
1099,ZANTHO Zweigelt,Österreich,Burgenland,2007,red,7.95,13.43,3
1100,UNGER Donauschotter,Österreich,Burgenland,2018,red,12.5,13.4,3
1101,UNGER Distelwiese,Österreich,Burgenland,2017,red,29.9,13.7,3
1102,LE TAPIE Blanc,Frankreich,Südwesten,2006,white,4.6,11.4,3
1103,FONFILE Chardonnay,Frankreich,Languedoc,2010,white,4.85,13.05,3
1104,DOMAINE PUGIBET Le Blanc,Frankreich,Languedoc,2009,white,5.75,9.41,3
1105,CAZAL VIEL Chardonnay-Viognier,Frankreich,Languedoc,2001,white,5.85,13.05,3
1106,CAZAL VIEL Sauvignon Blanc,Frankreich,Südwesten,2013,white,5.9,12.04,3
1107,JURANÇON Grain Sauvage Sec,Frankreich,Languedoc,2014,white,5.95,13.47,3
1108,CÔTÉ MAS Sauvignon Blanc,Frankreich,Südwesten,2018,white,5.95,12.48,3
1109,LA CABANE DU GASCON Blanc,Frankreich,Südwesten,2021,white,5.95,11.36,3
1110,CHÂTEAU LE RAZ Le Dauphin,Frankreich,Languedoc,2013,white,6.2,12.74,3
1111,DOMAINE BOSQUET Chardonnay,Frankreich,Languedoc,2004,white,6.7,12.62,3
1112,SAINT-PEYRE Picpoul de Pinet,Frankreich,Languedoc,2021,white,6.8,13.18,3
1113,LES FUMÉES BLANCHES Blanc,Frankreich,,2008,white,6.8,11.9,3
1114,DOMAINE DE LA QUILLA Muscadet,Frankreich,Loiretal,2019,white,6.95,11.93,3
1115,DOMAINE DU CLOS DU BOURG,Frankreich,Loiretal,2019,white,7.1,11.92,3
1116,LE BLANC DE MONSIEUR HENRI,Frankreich,Bordeaux,2012,white,7.2,11.73,3
1117,JEAN GEILER Pinot Blanc,Frankreich,Elsass,2012,white,7.25,12.68,3
1118,CHÂTEAU BONNET Blanc,Frankreich,Bordeaux,2015,white,7.95,12.31,3
1119,PAUL MAS Vignes de Nicole Blanc,Frankreich,Languedoc,2016,white,8.2,13.64,3
1120,MONTAGNY Vieilles Vignes,Frankreich,Languedoc,2003,white,9.95,12.94,3
1121,Ferrandière Grand Vin Blanc,Frankreich,Burgund,2015,white,9.95,13.05,3
1122,JURANÇON Pavillon Royal Doux,Frankreich,Languedoc,2021,white,10.4,11.94,3
1123,DOMAINE DE REUILLY,Frankreich,Südwesten,2018,white,11.7,13.29,3
1124,VIEIL ARMAND Gewurztraminer,Frankreich,Loiretal,2020,white,11.7,14.54,3
1125,CHÂTEAU PAUL MAS Belluguette,Frankreich,Elsass,2016,white,11.95,13.88,3
1126,LURTON Diane Sauvignon Blanc,Frankreich,Bordeaux,2012,white,12.95,12.2,3
1127,CHÂTEAU DE ROCHEMORIN Blanc,Frankreich,Bordeaux,2003,white,15.5,13.56,3
1128,MONTAGNY 1er CRU Montcuchot,Frankreich,Burgund,2002,white,15.5,13.81,3
1129,JEAN GEILER Gewürztraminer,Frankreich,Loiretal,2013,white,16.7,12.04,3
1130,POUILLY-FUMÉ Les Genièvres,Frankreich,Südwesten,2011,white,16.9,13.3,3
1131,CHÂTEAU DE NAVAILLES,Frankreich,Loiretal,2016,white,16.95,11.72,3
1132,LES CHÊNES DE MON GRAND-PÈRE,Frankreich,Bordeaux,2011,white,17.9,13.41,3
1133,SANCERRE Les Vignolles,Frankreich,Burgund,2004,white,18.95,13.71,3
1134,"CHÂTEAU DU LEVANT Sauternes 0,5 L",Frankreich,Languedoc,2002,white,15.5,13.65,3
1135,CHABLIS 1er CRU Beauroy,Frankreich,Burgund,2003,white,25.5,12.99,3
1136,CIGALUS Blanc BIO**,Frankreich,Burgund,2009,white,26.7,13.94,3
1137,JADOT Pouilly-Fuissé Petites Pierres,Frankreich,,2005,white,27.9,13.15,3
1138,JADOT Chassagne-Montrachet Baudines,Frankreich,Languedoc,2018,white,69,13.47,3
1139,L'ARJOLLE Perce-Neige,Frankreich,Elsass,2010,white,6.95,12.6,3
1140,DISSENAY Chardonnay,Frankreich,Jura,2009,white,7.95,13.32,3
1141,CHÂTEAU BÉTHANIE,Frankreich,Loiretal,2007,white,16.95,13.61,3
1142,CHÂTEAU DE VILLEMAJOU Grand V. Blanc,Frankreich,Languedoc,2021,white,23.6,13.82,3
1143,CHABLIS 1er CRU Les Lys,Frankreich,Burgund,2016,white,28.9,12.55,3
1144,CONTI DI COLLOREDO Chardonnay,Italien,Languedoc,2005,white,5.5,12.15,3
1145,FEUDO ARANCIO Grillo,Italien,Friaul,2017,white,5.95,13.17,3
1146,SOLIGO L'Arcata Prosecco Frizzante,Italien,Sizilien,2017,white,6.5,11.22,3
1147,LE VELE Verdicchio,Italien,Venetien,2019,white,6.7,12.96,3
1148,VECCHIA TORRE Vermentino,Italien,Marken,2001,white,6.85,12.48,3
1149,PODERE LA CASA ROSSA BIO**,Italien,Apulien,2015,white,6.9,13.25,3
1150,CONTI DI COLLOREDO Pinot Grigio,Italien,Toskana,2011,white,6.95,12.36,3
1151,LE ROSE DI ORNELLA Pinot Grigio,Italien,Friaul,2013,white,7.8,12.81,3
1152,LA ZERBETTA Arneis,Italien,Friaul,2008,white,7.85,13.35,3
1153,PRÀ Soave,Italien,Piemont,2005,white,7.95,12.27,3
1154,LOREDAN GASPARINI Prosecco Frizzante,Italien,Venetien,2006,white,7.95,10.2,3
1155,GARETTO Moscato d’Asti,Italien,Venetien,2013,white,8.95,5.33,3
1156,KURTATSCH Pinot Grigio,Italien,Piemont,2014,white,9.5,13.33,3
1157,WALCH - von Keller Weißburgunder,Italien,Trentino-Südtirol,2018,white,10.95,13.1,3
1158,BOSCO DEL MERLO Sauvignon Blanc,Italien,Piemont,2008,white,11.4,12.85,3
1159,"MONTE ZOVO Lugana ""Le Civaie""",Italien,Trentino-Südtirol,2009,white,11.8,12.83,3
1160,VILLA DUGO Sauvignon Blanc,Italien,Friaul,2017,white,12.2,12.85,3
1161,TERRE DEL SOLE Grillo,Italien,Lombardei,2003,white,12.95,12.07,3
1162,TRAMOYA,Spanien,Friaul,2016,white,5.95,12.71,3
1163,PULPITO,Spanien,Sizilien,2015,white,6.2,13.06,3
1164,MONTESPINA Verdejo,Spanien,Kastilien-León,2004,white,6.5,12.79,3
1165,VAL DO SOSEGO Albariño,Spanien,Kastilien-León,2011,white,9.9,12.44,3
1166,MONTES Sauvignon Blanc,Chile,Kastilien-León,2003,white,7.1,13.12,3
1167,DE MARTINO Legado Chardonnay,Chile,Galicien,2020,white,12.95,13.9,3
1168,RUPPERTSBERGER Weißburgunder,Deutschland,Aconcagua,2007,white,5.95,12.45,3
1169,RUPPERTSBERGER Riesling,Deutschland,Coquimbo,2012,white,5.95,13.03,3
1170,TABERNUS Rosé,Deutschland,Pfalz,2013,white,6.4,12.05,3
1171,KARL PFAFFMANN Riesling,Deutschland,Pfalz,2004,white,6.5,12.19,3
1172,MARKGRÄFLER Gutedel,Deutschland,Pfalz,2015,white,6.5,10.06,3
1173,WINTER Riesling,Deutschland,Baden,2002,white,6.9,11.66,3
1174,KARL PFAFFMANN Weißburgunder,Deutschland,Rheinhessen,2001,white,6.9,12.22,3
1175,TABERNUS Grauer Burgunder,Deutschland,Pfalz,2011,white,6.95,12.66,3
1176,TABERNUS Kleine Blume Weiß,Deutschland,Pfalz,2006,white,6.95,11.95,3
1177,IHRINGER Grauburgunder,Deutschland,Pfalz,2008,white,6.95,12.88,3
1178,GLASKLAR Feine Perlen,Deutschland,Baden,2015,white,6.95,11.58,3
1179,SCHÖNLAUB Grauburgunder,Deutschland,,2014,white,7.3,12.73,3
1180,WINTER Grauburgunder,Deutschland,Rheinhessen,2005,white,7.4,12.43,3
1181,MATHILDE Grauburgunder,Deutschland,Pfalz,2009,white,7.5,12.17,3
1182,SONNENHOF Grauer Burgunder,Deutschland,Rheinhessen,2007,white,8.3,12.88,3
1183,KLOSTER EBERBACH Riesling,Deutschland,Rheinhessen,2014,white,9.5,12.03,3
1184,GRANS-FASSIAN Fuder 12 Riesling,Deutschland,Baden,2012,white,8.9,12.01,3
1185,VILLA HUESGEN Riesling Kabinett,Deutschland,Rheingau,2021,white,9.95,10.26,3
1186,MESSMER Grauburgunder,Deutschland,Mosel,2013,white,10.5,12.3,3
1187,HERZOG VON WÜRTTEMBERG,Deutschland,Mosel,2010,white,10.5,12.25,3
1188,KARL PFAFFMANN Riesling Hölle,Deutschland,Pfalz,2010,white,10.8,13.13,3
1189,WILLEMS-WILLEMS Rosenberg,Deutschland,Württemberg,2002,white,10.95,10.4,3
1190,DR. CRUSIUS Rhyolith Riesling,Deutschland,Pfalz,2001,white,11.4,12.95,3
1191,CORVERS Sonnenberg Riesling,Deutschland,Mosel,2003,white,10.9,12.88,3
1192,PRINZ Quarzit BIO**,Deutschland,Nahe,2012,white,12.5,12.77,3
1193,FENDEL Froher Weingarten,Deutschland,Rheingau,2021,white,12.5,12.72,3
1194,DR. CRUSIUS Porphyr Weißburgunder,Deutschland,Rheingau,2004,white,12.5,13.41,3
1195,REINHARDT Weißburgunder,Deutschland,Mittelrhein,2004,white,12.5,12.29,3
1196,WINTER Alte Reben Riesling,Deutschland,Nahe,2007,white,12.8,12.29,3
1197,TABERNUS Edition S,Deutschland,Pfalz,2020,white,12.9,13.18,3
1198,KÜNSTLER Riesling Edition,Deutschland,Rheinhessen,2020,white,13.95,12.76,3
1199,BRENNFLECK Sylvaner,Deutschland,Pfalz,2003,white,14.5,12.55,3
1200,MARKUS MOLITOR Zeltinger Ortswein,Deutschland,Rheingau,2001,white,15.9,11.12,3
1201,SONNENHOF Grande Réserve,Deutschland,Franken,2012,white,15.95,14.42,3
1202,SCHARZHOFBERGER Riesling Spätlese,Deutschland,Mosel,2009,white,16.5,8.4,3
1203,GEIL Riesling Rosengarten,Deutschland,Baden,2017,white,18.5,13.13,3
1204,KÜNSTLER Riesling 1648,Deutschland,Mosel,2018,white,19.8,11.86,3
1205,BECKER Grauburgunder Tradition,Deutschland,Rheinhessen,2010,white,19.9,13.31,3
1206,"TABERNUS Beerenauslese 0,375 Liter",Deutschland,Rheingau,2015,white,11.4,12.14,3
1207,KÜNSTLER Terroir Blanc,Deutschland,Pfalz,2014,white,26,12.25,3
1208,KÜNSTLER Pfandloch,Deutschland,Pfalz,2015,white,26.9,11.97,3
1209,GRANS-FASSIAN Laurentiuslay GG,Deutschland,Rheingau,2017,white,28.9,13.04,3
1210,PRINZ Jungfer,Deutschland,Rheingau,2007,white,34,13.27,3
1211,"GRANS Trittenheimer Apotheke 0,375 L",Deutschland,Mosel,2017,white,17.9,8.86,3
1212,TABERNUS Blanc de Noirs,Deutschland,Rheingau,2016,white,6.95,12.38,3
1213,MATHILDE Weißburgunder,Deutschland,Mosel,2010,white,6.95,12.12,3
1214,TABERNUS Riesling-Gewürztraminer,Deutschland,Pfalz,2002,white,6.95,12.25,3
1215,GEIL Weißburgunder,Deutschland,Rheinhessen,2001,white,7.1,12.66,3
1216,TABERNUS Chardonnay,Deutschland,Pfalz,2003,white,7.5,12.51,3
1217,WINTER Bodenständig,Deutschland,Pfalz,2013,white,7.5,12.45,3
1218,HAACK Scheurebe Alte Reben,Deutschland,Rheinhessen,2012,white,12.5,13.26,3
1219,HOFKELLER Riesling Leiste,Deutschland,Nahe,2010,white,13.95,12.77,3
1220,RAWSON'S RETREAT Chardonnay,Australien,Franken,2005,white,6.9,13.35,3
1221,PIRRAMIMMA Katunga Chardonnay,Australien,Franken,2011,white,14.8,13.22,3
1222,WINZER KREMS Grüner Veltliner,Österreich,South Eastern Australia,2002,white,6.9,12.56,3
1223,ZIMMERMANN Grüner Veltliner,Österreich,South Australia,2007,white,7.4,12.35,3
1224,GÖTTWEIG Grüner Veltliner,Österreich,Niederösterreich,2007,white,8.95,12.1,3
1225,PFAFFL Zeisen,Österreich,Niederösterreich,2013,white,9.5,13.44,3
1226,ERZHERZOG JOHANN Sauvignon Blanc,Österreich,Niederösterreich,2018,white,11.8,11.72,3
1227,ZIMMERMANN Rosshimmel,Österreich,Niederösterreich,2011,white,13.5,13.91,3
1228,GÖTTWEIG Grüner Veltliner Reserve,Österreich,Steiermark,2008,white,14.9,12.7,3
1229,SCHMELZ Federspiel,Österreich,Niederösterreich,2006,white,14.95,12.42,3
1230,PFAFFL Hund,Österreich,Niederösterreich,2004,white,15.5,14.53,3
