id,wine_name,wine_country,wine_region,wine_year,wine_type,wine_price,wine_alcohol,wine_seller
244,Azienda Agricola Le Ragnaie   2015 Brunello di Montalcino 'Casanovina Montosoli' Magnum, Italien ,Toscana,2015,red,0,15,1
245,Weingut Markus Molitor   2015 Pinot Noir Brauneberger Klostergarten ***, Deutschland ,Mosel,2015,red,0,13,1
246,"Domaine Lorenzon   2018 Mercurey Village Rouge ""Le Chapître""", Frankreich ,Bourgogne,2018,red,0,13,1
247,"Domaine Lorenzon   2018 Mercurey Rouge 1er Cru ""Les Champs Martin""", Frankreich ,Bourgogne,2018,red,0,13,1
248,Schloss Gobelsburg   2018 Zweigelt Domaene Gobelsburg, Österreich ,Kamptal,2018,red,0,12.5,1
249,Isole e Olena s.r.l.   2016 Cepparello Toscana IGT, Italien ,Toscana,2016,red,0,15,1
250,Azienda Agricola Elio Grasso   2016 Barolo DOCG 'Ginestra Casa Maté', Italien ,Piemont,2016,red,0,15,1
251,Azienda Agricola Elio Grasso   2016 Barolo DOCG 'Gavarini Chiniera', Italien ,Piemont,2016,red,0,14.5,1
252,Azienda Agricola Elio Grasso   2016 Barolo DOCG 'Ginestra Casa Maté' Magnum, Italien ,Piemont,2016,red,0,15,1
253,Azienda Agricola Elio Grasso   2016 Barolo DOCG 'Gavarini Chiniera' Magnum, Italien ,Piemont,2016,red,0,14.5,1
254,Azienda Agricola Elio Grasso   2013 Barolo DOCG Riserva 'Rüncot' Magnum, Italien ,Piemont,2013,red,0,14.5,1
255,"Bodegas Lanzaga, Telmo Rodriguez, Bioweingut   2014 Rioja 'Lanzaga', Bodega Lanzaga", Spanien ,Rioja,2014,red,0,14,1
256,Az. Agr. Casanova di Neri   2015 Brunello di Montalcino, Italien ,Toscana,2015,red,0,14.5,1
257,Markus Schneider   2016 STEINSATZ Rotwein, Deutschland ,Pfalz,2016,red,0,14.5,1
258,Domaine Blain-Gagnard   2017 Volnay Rouge 1er Cru Les Pitures, Frankreich ,Bourgogne,2017,red,0,13,1
259,Domaine Blain-Gagnard   2017 Volnay Rouge 1er Cru Champans, Frankreich ,Bourgogne,2017,red,0,13,1
260,Domaine Blain-Gagnard   2017 Chassagne-Montrachet Rouge 1er Cru Morgeot, Frankreich ,Bourgogne,2017,red,0,13,1
261,Domaine Blain-Gagnard   2017 Chassagne-Montrachet Rouge 1er Cru Clos Saint Jean, Frankreich ,Bourgogne,2017,red,0,13.5,1
262,Fattoria Le Pupille   2019 Morellino di Scansano, Italien ,Toscana,2019,red,0,13.5,1
263,"Weingut Metzger   2016 Pinot Noir ""Melandor""", Deutschland ,Pfalz,2016,red,0,13,1
264,"Az. Agr. Fontodi   2016 Chianti Classico Gran Selezione ""Vigna del Sorbo"" Magnum", Italien ,Toscana,2016,red,0,15,1
265,Weingut Metzger   2016 Pinot Noir 'Arthos', Deutschland ,Pfalz,2016,red,0,13.5,1
266,"Le Clos du Caillou, Bioweingut   2017 Châteauneuf-du-Pape Rouge 'LES QUARTZ'", Frankreich ,Rhône,2017,red,0,14.5,1
267,"Le Clos du Caillou, Bioweingut   2017 Châteauneuf-du-Pape Rouge 'La Réserve'", Frankreich ,Rhône,2017,red,0,14.5,1
268,"Le Clos du Caillou, Bioweingut   2017 Châteauneuf-du-Pape rouge ""Les Safres""", Frankreich ,Rhône,2017,red,0,14.5,1
269,Azienda Agricola Elio Grasso   2017 Barbera d'Alba 'Vigna Martina' Magnum, Italien ,Piemont,2018,red,0,15,1
270,Albino Rocca   2016 Barbaresco 'Ronchi', Italien ,Piemont,2016,red,0,14.5,1
271,Azienda Agricola Elio Grasso   2018 Dolcetto d'Alba dei Grassi, Italien ,Piemont,2018,red,0,13,1
272,Azienda Agricola Elio Grasso   2018 Langhe Nebbiolo 'Gavarini', Italien ,Piemont,2018,red,0,14,1
273,Albino Rocca   2016 Barbaresco 'Ronchi' Magnum, Italien ,Piemont,2016,red,0,14.5,1
274,Albino Rocca   2017 Nebbiolo d'Alba, Italien ,Piemont,2017,red,0,14.5,1
275,Château de Beaucastel/Familie Perrin   2017 Châteauneuf-du-Pape Rouge 375 ml, Frankreich ,Rhône,2017,red,0,14.5,1
276,Château de Beaucastel/Familie Perrin   2017 Châteauneuf-du-Pape Rouge Magnum, Frankreich ,Rhône,2017,red,0,14.5,1
277,Fèlsina Società Agricola   2015 Fontalloro Toscana Rosso Magnum, Italien ,Toscana,2015,red,0,13.5,1
278,"Domaine Lorenzon   2017 Mercurey Village Rouge ""Clos du Chapître""", Frankreich ,Bourgogne,2017,red,0,13,1
279,"Château de Beaucastel/Familie Perrin   2016 Châteauneuf-du-Pape rouge ""Hommage à Jacques Perrin""", Frankreich ,Rhône,2016,red,0,14.5,1
280,Domaine Hudelot-Noëllat   2017 Vougeot 1er Cru 'Les Petits Vougeots', Frankreich ,Bourgogne,2017,red,0,13.5,1
281,Domaine Hudelot-Noëllat   2017 Chambolle-Musigny AC, Frankreich ,Bourgogne,2017,red,0,13,1
282,Château Pichon Longueville Comtesse de Lalande   2015 Château Pichon Longueville Comtesse de Lalande, Frankreich ,Bordeaux,2015,red,0,13.5,1
283,"Ronan Laborde   2015 Ronan by Clinet, Bordeaux Rouge", Frankreich ,Bordeaux,2015,red,0,13.5,1
284,"Château du Roc, Bioweingut   2015 Château du Roc, Côtes de Castillon", Frankreich ,Bordeaux,2015,red,0,14.5,1
285,Cheval-Quancard   2016 Soester Rotspon Magnum, Frankreich ,Bordeaux Supérieur,2016,red,0,14,1
286,Vietti   2014 Barolo 'Rocche di Castiglione', Italien ,Piemont,2014,red,0,14,1
287,Vietti   2014 Barolo Lazzarito Magnum, Italien ,Piemont,2014,red,0,14,1
288,Vietti   2014 Barolo Ravera, Italien ,Piemont,2014,red,0,13.5,1
289,Vietti   2014 Barolo Lazzarito, Italien ,Piemont,2014,red,0,14,1
290,Azienda Agricola Elio Grasso   2014 Barolo DOCG, Italien ,Piemont,2014,red,0,14,1
291,Château de Beaucastel/Familie Perrin   2016 Gigondas 'L'Argnée' Vieilles Vignes Familie Perrin, Frankreich ,Rhône,2016,red,0,14.5,1
292,Château de Beaucastel/Familie Perrin   2016 Vinsobres Vieilles Vignes 'Les Hauts de Julien' Familie Perrin, Frankreich ,Rhône,2016,red,0,13.5,1
293,Clos Saint Jean   2016 Châteauneuf-du-Pape rouge 'La Combe des Fous', Frankreich ,Rhône,2016,red,0,15,1
294,Domaine des Bosquets   2016 Gigondas AC Rouge 'Le Lieu Dit', Frankreich ,Rhône,2016,red,0,14.5,1
295,Clos Saint Jean   2016 Châteauneuf-du-Pape rouge 'La Combe des Fous' Magnum, Frankreich ,Rhône,2016,red,0,15,1
296,Clos Saint Jean   2016 Châteauneuf-du-Pape rouge 'Sanctus Sanctorum' Magnum, Frankreich ,Rhône,2016,red,0,15,1
297,Domaine des Bosquets   2016 Gigondas AC Rouge 'La Colline', Frankreich ,Rhône,2016,red,0,14.5,1
298,Baricci Colombaio Montosoli S. S.   2016 Rosso di Montalcino, Italien ,Toscana,2016,red,0,14,1
299,Weingut Markus Molitor   2014 Pinot Noir Brauneberger Klostergarten **, Deutschland ,Mosel,2014,red,0,13,1
300,"Domaine de Bila Haut   2015 V. I. T., Côtes du Roussillon Villages Latour de France", Frankreich ,Roussillon,2015,red,0,15,1
301,"Domaine de la Ville Rouge, Bioweingut   2016 Crozes Hermitage ""Terre d'Eclat""", Frankreich ,Rhône,2016,red,0,13,1
302,"Az. Agr. Fontodi   2014 Chianti Classico Gran Selezione ""Vigna del Sorbo""", Italien ,Toscana,2014,red,0,14.5,1
303,Château Haut-Bages Libéral   2010 Château Haut-Bages Libéral Grand Cru Classé, Frankreich ,Bordeaux,2010,red,0,13.5,1
304,"Az. Agr. Falletto, Bruno Giacosa   2011 Barbaresco DOCG Riserva Asili di Barbaresco rotes Label", Italien ,Piemont,2011,red,0,14.5,1
305,"Az. Agr. Falletto, Bruno Giacosa   2011 Barolo Riserva DOCG ""Faletto Vigna Le Rocche""", Italien ,Piemont,2011,red,0," 14,5 ",1
306,"Az. Agr. Falletto, Bruno Giacosa   2012 Barolo DOCG ""Faletto""", Italien ,Piemont,2012,red,0,14.5,1
307,Hans Schwarz   2012 Zweigelt Schwarz ROT Imperial, Österreich ,Burgenland,2012,red,0,13.5,1
308,Albino Rocca   2016 Nebbiolo d'Alba, Italien ,Piemont,2016,red,0,14,1
309,Clos Saint Jean   2015 Châteauneuf-du-Pape rouge 'La Combe des Fous', Frankreich ,Rhône,2015,red,0,14.5,1
310,"Château de Beaucastel/Familie Perrin   2015 Châteauneuf-du-Pape rouge ""Hommage à Jacques Perrin""", Frankreich ,Rhône,2015,red,0,14,1
311,Massolino   2013 Barolo DOCG Parussi, Italien ,Piemont,2013,red,0,14,1
312,Massolino   2013 Barolo DOCG Margheria, Italien ,Piemont,2013,red,0,14,1
313,Domaine des Bosquets   2015 Gigondas AC Rouge 'Le Lieu Dit', Frankreich ,Rhône,2015,red,0,15,1
314,Cheval-Quancard   2018 Soester Rotspon, Frankreich ,Bordeaux Supérieur,2016,red,0,14,1
315,Château La Tour du Pin   2009 Château La Tour du Pin Grand Cru Classé Magnum, Frankreich ,Bordeaux,2009,red,0,14,1
316,Château Clos Chaumont   2010 Château Clos Chaumont Impérial, Frankreich ,Bordeaux,2010,red,0,13.5,1
317,Château Clos Chaumont   2010 Château Clos Chaumont, Frankreich ,Bordeaux,2010,red,0,13.5,1
318,Castello dei Rampolla   2011 Vigna d'Alceo, Italien ,Toscana,2011,red,0,14,1
319,Château L'Eglise-Clinet   2010 Château L`Eglise-Clinet, Frankreich ,Bordeaux,2010,red,0,14,1
320,Château Croix Figeac   2009 Château Croix Figeac Premier Grand Cru Classé, Frankreich ,Bordeaux,2009,red,0,14,1
321,Azienda Agricola Elio Grasso   2013 Barolo DOCG 'Gavarini Chiniera', Italien ,Piemont,2013,red,0,14,1
322,Azienda Agricola Elio Grasso   2013 Barolo DOCG 'Ginestra Casa Maté', Italien ,Piemont,2013,red,0,14.5,1
323,Vietti   2011 Barolo Ravera, Italien ,Piemont,2011,red,0,15,1
324,Vietti   2011 Barolo Lazzarito, Italien ,Piemont,2011,red,0,14,1
325,"Vietti   2012 Barbera d'Alba ""Vigna Scarrone"" Magnum", Italien ,Piemont,2012,red,0,14,1
326,Château Grand-Mayne   2005 Château Grand-Mayne Grand Cru Classé Impérial, Frankreich ,Bordeaux,2005,red,0,14,1
327,Château Rol-Valentin   2005 Château Rol Valentin Grand Cru Classé Magnum, Frankreich ,Bordeaux,2005,red,0,14,1
328,Château Bellevue   2005 Château Bellevue Grand Cru Classé, Frankreich ,Bordeaux,2005,red,0,14,1
329,Château La Confession   2010 Château La Confession Grand Cru Classé, Frankreich ,Bordeaux,2010,red,0,14,1
330,Château Croix de Labrie   2010 Château Croix de Labrie Grand Cru Classé, Frankreich ,Bordeaux,2010,red,0,14,1
331,Château Croix de Labrie   2009 Château Croix de Labrie Grand Cru Classé, Frankreich ,Bordeaux,2009,red,0,14,1
332,Château Croix de Labrie   2005 Château Croix de Labrie Grand Cru Classé, Frankreich ,Bordeaux,2005,red,0,14,1
333,Château Rol-Valentin   2007 Château Rol Valentin Grand Cru Classé, Frankreich ,Bordeaux,2007,red,0,14,1
334,Château Beauséjour Duffau-Lagarosse   2009 Château Beauséjour Duffau-Lagarosse 1er Grand Cru Classé Magnum, Frankreich ,Bordeaux,2009,red,0,14.5,1
335,Château d'Escurac   2005 Château d'Escurac Cru Bourgeois Magnum, Frankreich ,Bordeaux,2005,red,0,14,1
336,Château Léoville-Poyferré   2010 Château Léoville-Poyferré Grand Cru Classé, Frankreich ,Bordeaux,2010,red,0,14.5,1
337,Château Phélan-Ségur   2006 Château Phélan Ségur Cru Bourgeois Exceptionnel Impérial, Frankreich ,Bordeaux,2006,red,0,14,1
338,Château Montrose   2010 Château Montrose 2ième Grand Cru Classé, Frankreich ,Bordeaux,2010,red,0,14,1
339,Château Côte de Baleau   2005 Château Côte de Baleau Grand Cru Classé Magnum, Frankreich ,Bordeaux,2005,red,0,14,1
340,Château Croix de Labrie   2007 Château Croix de Labrie Grand Cru Classé, Frankreich ,Bordeaux,2007,red,0,14,1
341,"Château Clos Chaumont   2010 Château Clos Chaumont ""Une Passion de Chaumont""", Frankreich ,Bordeaux,2010,red,0,13.5,1
342,Château Croix de Labrie   2006 Château Croix de Labrie Grand Cru Classé, Frankreich ,Bordeaux,2006,red,0,14,1
343,"Château de Beaucastel/Familie Perrin   2013 Châteauneuf-du-Pape rouge ""Hommage à Jacques Perrin""", Frankreich ,Rhône,2013,red,0,14,1
344,Château d’Aurilhac   2004 Château d'Aurilhac Cru Bourgeois Magnum, Frankreich ,Bordeaux,2004,red,0,13.5,1
345,Castello dei Rampolla   2011 Sammarco, Italien ,Toscana,2011,red,0,14,1
346,Vieux Château Certan   2009 Vieux Château Certan Grand Cru Classé, Frankreich ,Bordeaux,2009,red,0,14,1
347,Fattoria Le Pupille   2012 Toscana IGT Rosso 'Saffredi' GOLIATH, Italien ,Toscana,2012,red,0,14.5,1
348,Vietti   2010 Barolo Riserva Villero, Italien ,Piemont,2010,red,0,14,1
349,Massolino   2012 Barolo DOCG Parafada, Italien ,Piemont,2012,red,0,14,1
350,Massolino   2012 Barolo DOCG Margheria, Italien ,Piemont,2012,red,0,14,1
351,Az. Agr. Casanova di Neri   2010 Brunello di Montalcino CERRETALTO, Italien ,Toscana,2010,red,0,14.5,1
352,Château Croix de Labrie   2008 Château Croix de Labrie Grand Cru Classé, Frankreich ,Bordeaux,2008,red,0,14,1
353,Château L'Eglise-Clinet   2009 Château L`Eglise-Clinet, Frankreich ,Bordeaux,2009,red,0,14,1
354,Château Troplong-Mondot   2009 Château Troplong-Mondot Premier Grand Cru Classé, Frankreich ,Bordeaux,2009,red,0,14,1
355,Château Haut-Brion   2005 Château Bahans Haut Brion Magnum, Frankreich ,Bordeaux,2005,red,0,13,1
356,Château Léoville Las Cases   2006 Château Leoville Las Cases Grand Cru Classé Magnum, Frankreich ,Bordeaux,2006,red,0,13.5,1
357,Château Haut-Brion   2005 Château Bahans Haut Brion Doppelmagnum, Frankreich ,Bordeaux,2005,red,0,13,1
358,Château Léoville Las Cases   2006 Château Leoville Las Cases Grand Cru Classé Impérial, Frankreich ,Bordeaux,2006,red,0,13.5,1
359,Château Léoville Las Cases   2006 Château Leoville Las Cases Grand Cru Classé Doppelmagnum, Frankreich ,Bordeaux,2006,red,0,13.5,1
360,Clos Saint Jean   2015 Châteauneuf-du-Pape rouge 'Sanctus Sanctorum' Magnum, Frankreich ,Rhône,2015,red,0,14.5,1
361,Weingut Metzger   Riesling Brut -B-, Deutschland ,Pfalz,,white,0,12,
362,Borgo Molino   Pink Cuvee 22 Vino Spumante Extra Dry, Italien ,Veneto,,sparkling,0,11,
363,Sektmanufaktur Schloss Vaux   2018 Cuvée Vaux Brut 375 ml, Deutschland ,Pfalz,2018,sparkling,0,12.5,
364,Weingut Reichsrat von Buhl   Reserve Brut Weißburgunder & Chardonnay 375 ml, Deutschland ,Pfalz, ohne ,sparkling,0,12,
365,Borgo Molino   Moscato Spumante Dolce, Italien ,Veneto,,sparkling,0,8,
366,Weingut Metzger   Blanc de Blanc Brut -A- 100% Chardonnay, Deutschland ,Pfalz,,white,0,12.5,
367,Bouvet Ladubay   2018 Saumur Brut 'Saphir', Frankreich ,Loire,2018,sparkling,0,12.5,
368,Bouvet Ladubay   Crémant de Loire Excellence Rosé Brut, Frankreich ,Loire,,sparkling,0,12.5,
369,Bouvet Ladubay   Crémant de Loire Excellence Blanc Brut, Frankreich ,Loire,,sparkling,0,12.5,
370,Weingut Oliver Zeter   2019 Sauvignon Blanc Sekt Brut, Deutschland ,Pfalz,2019,,0,12,
371,Cantina Gregoletto   Prosecco Spumante Conegliano Valdobbiadene DOCG Extra Brut, Italien ,Veneto, ohne ,sparkling,0,12,
372,"Domaine Sérol, Bioweingut   Pétillant Rosé Méthode Ancestrale 'Turbullent'", Frankreich ,Loire,,sparkling,0,9,
373,Sektmanufaktur Joachim Döhne   2016 Apfelschaumwein Boskoop trocken, Deutschland ,Nordhessen,2018,,0,10,
374,Bouvet Ladubay   2017 Saumur Blanc Extra Brut 'Zéro', Frankreich ,Loire,2015,sparkling,0,12.5,
375,Bouvet Ladubay   2017 Saumur Brut Trésor Blanc, Frankreich ,Loire,2017,sparkling,0,12.5,
376,Bouvet Ladubay   Saumur Brut Trésor Rosé, Frankreich ,Loire,,sparkling,0,12.5,
377,Sektmanufaktur Schloss Vaux   2017 Sauvignon Blanc Brut, Deutschland ,Pfalz,2017,sparkling,0,12,
378,Weingut Weedenborn   2016 Chardonnay Sekt brut nature, Deutschland ,Rheinhessen,2016,sparkling,0,12.5,
379,Cà dei Frati   Brut Bianco Cuvée dei Frati, Italien ,Lombardei,,sparkling,0,13,
380,Weingut Reichsrat von Buhl   2017 Rosé Brut, Deutschland ,Pfalz,2017,sparkling,0,12.5,
381,Weingut Weedenborn   2018 Sauvignon Blanc Sekt brut nature, Deutschland ,Rheinhessen,2018,sparkling,0,12.5,
382,Sekthaus Raumland   2015 Cuvée Katharina Brut Nature, Deutschland ,Rheinhessen,2015,sparkling,0,12,
383,Reva   Solonoir Spumante Brut, Italien ,Piemont,,sparkling,0,12.5,
384,Bouvet Ladubay   2018 Saumur Brut 'Saphir' Magnum, Frankreich ,Loire,2018,sparkling,0,12.5,
385,"Champagne Didier Doué, Bioweingut   Champagne Brut 'La Chanose'", Frankreich ,Champagne," 2014, 2015 ",sparkling,0,12, Ecocert 
386,Champagne Billecart Salmon   Champagne Rosé Brut 375 ml, Frankreich ,Champagne,,sparkling,0,12,
387,Bouvet Ladubay   Saumur Brut Trésor Rosé Magnum, Frankreich ,Loire,,sparkling,0,12.5,
388,Champagne Billecart Salmon   Champagne Brut Réserve, Frankreich ,Champagne,,sparkling,0,12,
389,"Champagne Didier Doué, Bioweingut   Champagne Brut 'Le Truchat"" Chardonnay de Montgueux", Frankreich ,Champagne,2012,sparkling,0,12, Ecocert 
390,"Champagne Didier Doué, Bioweingut   Champagne Brut Blanc de Noir 'Le Faîte'", Frankreich ,Champagne,2015,sparkling,0,12, Ecocert 
391,Weingut Reichsrat von Buhl   Reserve Brut Weißburgunder & Chardonnay Magnum, Deutschland ,Pfalz, ohne ,sparkling,0,12,
392,Champagne Etienne Calsac   Champagne Rosé 'Rosé de Craie', Frankreich ,Champagne,,sparkling,0,12,
393,Champagne Etienne Calsac   Champagne 'Les Rocheforts' Premier Cru Extra Brut, Frankreich ,Champagne," 2017, plus vins de reserve ",sparkling,0,12,
394,Schlossgut Diel   2009 Cuvée MO Brut Nature, Deutschland ,Nahe,2009,sparkling,0,12,
395,Champagne Billecart Salmon   Champagne Brut sous Bois, Frankreich ,Champagne, ohne ,sparkling,0,12,
396,Champagne Pol Roger   2013 Champagne Brut Vintage Blanc, Frankreich ,Champagne,2013,sparkling,0,12.5,
397,Champagne Billecart Salmon   Champagne Extra Brut Vintage 2009, Frankreich ,Champagne,2009,sparkling,0,12,
398,Champagne Pol Roger   2013 Champagne Blanc de Blanc Vintage, Frankreich ,Champagne,2013,sparkling,0,12.5,
399,Champagne Etienne Calsac   Champagne 'L'Echappée Belle' Extra Brut Magnum, Frankreich ,Champagne," 2016, plus vins de reserve ",sparkling,0,12,
400,Champagne Etienne Calsac   2017 Champagne 'Clos des Maladries' Grand Cru Avize, Frankreich ,Champagne,2017,sparkling,0,12,
401,Champagne Etienne Calsac   Champagne 'Les Rocheforts' Premier Cru Extra Brut Magnum, Frankreich ,Champagne," 2017, plus vins de reserve ",sparkling,0,12,
402,Champagne Billecart Salmon   Champagne Extra Brut Vintage 2008 Magnum, Frankreich ,Champagne,2008,sparkling,0,12,
403,Champagne Billecart Salmon   2008 Cuvée Elisabeth Salmon Rosé, Frankreich ,Champagne,2008,sparkling,0,12.5,
404,Champagne Louis Roederer   2012 Cuvée Cristal Brut Blanc, Frankreich ,Champagne,2012,sparkling,0,12.5,
405,Champagne Billecart Salmon   2008 Cuvée Elisabeth Salmon Rosé Magnum, Frankreich ,Champagne,2008,sparkling,0,12.5,
406,Champagne Krug   Clos du Mesnil 2004, Frankreich ,Champagne,2004,sparkling,0,12.5,
407,Weingut Winter   2020 Pinot Noir Rosé trocken, Deutschland ,Rheinhessen,2020,sparkling,0,11.5,1
408,Maison Saint Aix   2020 Aix Rosé Coteaux d'Aix-en-Provence Magnum, Frankreich ,Provence,2020,sparkling,0,13,1
409,Maxime Dubuet Boillot   2020 Bourgogne Passetoutgrain Rosé sur Lie 'Cuvée Rosalie', Frankreich ,Bourgogne,2020,sparkling,0,13,1
410,Domaine de Triennes   2020 Rosé Méditerranée, Frankreich ,Provence,2020,sparkling,0,12.5,1
411,"Cà dei Frati   2020 Rosa dei Frati, Riviera del Garda Classico", Italien ,Lombardei,2020,sparkling,0,12.5,1
412,Markus Schneider   2020 Rosé Saigner, Deutschland ,Pfalz,2020,sparkling,0,12.5,1
413,"Domaine Sérol, Bioweingut   2020 Rosé 'Cabochard'", Frankreich ,Loire,2020,sparkling,0,12.5,1
414,Weingut Metzger   2020 Pink -B-, Deutschland ,Pfalz,2020,sparkling,0,11.5,1
415,Weingut Metzger   2020 Hauswein Rosé Literflasche, Deutschland ,Pfalz,2020,sparkling,0,11.5,1
416,Château Miraval   2020 Côtes de Provence Rosé, Frankreich ,Provence,2020,sparkling,0,13,1
417,Château Miraval   2020 Studio by Miraval Rosé Mediterranée IGP, Frankreich ,Provence,2020,sparkling,0,12.5,1
418,"Le Clos du Caillou, Bioweingut   2020 Côtes du Rhône Rosé 'Le Caillou'", Frankreich ,Rhône,2020,sparkling,0,12.5,1
419,Weingut Metzger   2020 Blanc de Noir trocken -B-, Deutschland ,Pfalz,2020,sparkling,0,12,1
420,Azienda Agricola Valentini   2018 Cerasuolo d'Abruzzo DOC, Italien ,Abruzzen,2018,sparkling,0,14,1
421,Weingut Metzger   2019 Grand Hog Rosé trocken -A-, Deutschland ,Pfalz,2018,sparkling,0,13,1
422,Weingut Weedenborn   2021 Sauvignon Blanc trocken, Deutschland ,Rheinhessen,2020,white,0,12.5,1
423,Weingut Markus Molitor   2020 Pinot Blanc Haus Klosterberg, Deutschland ,Mosel,2020,white,0,12.5,1
424,Weinhaus Heger   2020 Grauburgunder OKTAV, Deutschland ,Baden,2020,white,0,13,1
425,Weinhaus Heger   2020 Grauburgunder Liter, Deutschland ,Baden,2020,white,0,13,1
426,Weingut Markus Molitor   2019 Pinot Blanc Einstern*, Deutschland ,Mosel,2019,white,0,12,1
427,Weingut Markus Molitor   2020 Riesling Schiefersteil, Deutschland ,Mosel,2020,white,0,12,1
428,Weingut Metzger   2020 Riesling trocken -C- Liter, Deutschland ,Pfalz,2020,white,0,11.5,1
429,"Manincor, Bioweingut   2020 Terlaner 'Réserve della Contessa'", Italien ,Südtirol/Alto Adige,2020,white,0,13,1
430,"Manincor, Bioweingut   2020 'La Manina'", Italien ,Südtirol/Alto Adige,2020,white,0,12.5,1
431,Wein Direktimport Probierpaket   Probierpaket Bourgogne Rouge & Blanc, Frankreich ,Bourgogne,,red,0,,1
432,Markus Schneider   2018 Gewürztraminer Reserve, Deutschland ,Pfalz,2018,white,0,10,1
433,Cà dei Frati   2020 Brolettino Lugana DOC, Italien ,Lombardei,2020,white,0,13,1
434,Maison Chapoutier   2020 Saint Péray 'Pic & Chapoutier', Frankreich ,Rhône,2020,white,0,13.5,1
435,Domaine de Bila Haut   2017 Collioure Blanc 'Chrysopée', Frankreich ,Roussillon,2017,white,0,14,1
436,Domaine de Bila Haut   2020 Les Vignes de Bila Haut Blanc, Frankreich ,Roussillon,2020,white,0,13,1
437,Château de Beaucastel/Familie Perrin   2020 Côtes du Rhône Blanc 'Réserve', Frankreich ,Rhône,2020,white,0,13.5,1
438,Domaine Hubert Lamy   2019 Chassagne-Montrachet Blanc 'Le Concis du Champs', Frankreich ,Bourgogne,2019,white,0,13,1
439,Domaine Hubert Lamy   2019 Bourgogne Blanc 'Les Chataigners', Frankreich ,Bourgogne,2019,white,0,13,1
440,Domaine Hubert Lamy   2019 Saint-Aubin Blanc 'La Princée', Frankreich ,Bourgogne,2019,white,0,13,1
441,Domaine Hubert Lamy   2019 Saint-Aubin Blanc 1er Cru 'Clos du Meix', Frankreich ,Bourgogne,2019,white,0,13,1
442,Weingut Emmerich Knoll   2020 RIESLING Smaragd „Ried Kellerberg“, Österreich ,Wachau,2020,white,0,13.5,1
443,"Weingut Emmerich Knoll   2020 RIESLING Smaragd ""Vinothekfüllung"" Magnum", Österreich ,Wachau,2020,white,0,14,1
444,"Weingut Emmerich Knoll   2020 RIESLING Smaragd ""Vinothekfüllung""", Österreich ,Wachau,2020,white,0,14,1
445,Weingut Emmerich Knoll   2020 Grüner Veltliner Smaragd „Ried Schütt“ Magnum, Österreich ,Wachau,2020,white,0,13.5,1
446,Weingut Emmerich Knoll   2020 Grüner Veltliner Smaragd „Ried Loibenberg“ Magnum, Österreich ,Wachau,2020,white,0,14,1
447,Weingut Emmerich Knoll   2020 Grüner Veltliner Smaragd „Ried Loibenberg“, Österreich ,Wachau,2020,white,0,14,1
448,Weingut Emmerich Knoll   2020 Grüner Veltliner Smaragd „Ried Schütt“, Österreich ,Wachau,2020,white,0,13.5,1
449,Weingut Emmerich Knoll   2020 RIESLING Smaragd „Ried Loibenberg“, Österreich ,Wachau,2020,white,0,13.5,1
450,Weingut Emmerich Knoll   2020 RIESLING Smaragd „Ried Loibenberg“ Magnum, Österreich ,Wachau,2020,white,0,13.5,1
451,Weingut Emmerich Knoll   2020 RIESLING Smaragd „Ried Schütt“, Österreich ,Wachau,2020,white,0,13.5,1
452,Weingut Emmerich Knoll   2020 RIESLING Smaragd „Ried Schütt“ Magnum, Österreich ,Wachau,2020,white,0,13.5,1
453,Azienda Agricola Valentini   2017 Trebbiano d'Abruzzo, Italien ,Abruzzen,2017,white,0,12.5,1
454,Azienda Agricola Valentini   2016 Trebbiano d'Abruzzo, Italien ,Abruzzen,2016,white,0,12.5,1
455,Weingut K.-H. Milch   2020 Chardonnay & Weißer Burgunder trocken 'Vom Kalkstein', Deutschland ,Rheinhessen,2020,white,0,13.5,1
456,Weingut Philipp Kuhn   2020 Riesling Großes Gewächs Saumagen, Deutschland ,Rheinhessen,2020,white,0,13,1
457,Weingut Philipp Kuhn   2020 Riesling Großkarlbacher Burgweg 1. Lage, Deutschland ,Rheinhessen,2020,white,0,12.5,1
458,Weingut Philipp Kuhn   2020 Weißer Burgunder trocken Laumersheimer 'Vom Kalksteinfels', Deutschland ,Pfalz,2020,white,0,13,1
459,Weingut Philipp Kuhn   2020 Riesling trocken Laumersheimer 'Vom Kalksteinfels', Deutschland ,Pfalz,2020,white,0,12.5,1
460,Weingut Philipp Kuhn   2020 Sauvignon Blanc trocken Tradition, Deutschland ,Pfalz,2020,white,0,12.5,1
461,Weingut Philipp Kuhn   2020 Grauer Burgunder trocken Laumersheimer 'Vom Löss', Deutschland ,Pfalz,2020,white,0,12.5,1
462,Schlossgut Diel   2019 Riesling Spätlese Dorsheimer Pittermännchen, Deutschland ,Nahe,2019,white,0,8,1
463,Schlossgut Diel   2016 Prestige Cuvée Victor, Deutschland ,Nahe,2016,white,0,13,1
464,Schlossgut Diel   2020 Nahesteiner Grauburgunder trocken, Deutschland ,Nahe,2020,white,0,12.5,1
465,Albino Rocca   2020 Moscato d'Asti DOCG, Italien ,Piemont,2020,white,0,5,1
466,Weingut Joh. Jos. Prüm   2020 Riesling Auslese Wehlener Sonnenuhr, Deutschland ,Mosel,2020,white,0,8,1
467,Weingut Joh. Jos. Prüm   2020 Riesling Spätlese Wehlener Sonnenuhr, Deutschland ,Mosel,2020,white,0,8.5,1
