,wine_name,wine_winery,wine_country,wine_region,wine_year,wine_type,wine_price,wine_alcohol,wine_thumb,wine_url,wine_seller
188,Brunello di Montalcino 'Fornace' Magnum,Azienda Agricola Le Ragnaie, Italien ,Toscana, 2016 ,red,245.0,14.5,https://www.wein-direktimport.de/media/image/ec/ae/50/Fornace-MagnumZIP_200x300.jpg,https://www.wein-direktimport.de/alle-weine/typ/magnum-doppelmagnum.../3568/2016-brunello-di-montalcino-fornace-magnum?c=362,1
189,Rosso di Montalcino,Azienda Agricola Le Ragnaie, Italien ,Toscana, 2017 ,red,23.9,13.5,https://www.wein-direktimport.de/media/image/65/25/4f/2017-Rosso-Montalcino-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/italien/toskana/le-ragnaie/3551/2017-rosso-di-montalcino?c=362,1
190,Barbaresco DOCG,Albino Rocca, Italien ,Piemont, 2017 ,red,35.8,14.5,https://www.wein-direktimport.de/media/image/3d/8c/47/Barbarescoh6DJQsfo6NtMZ_200x300.jpg,https://www.wein-direktimport.de/weine/italien/piemont/albino-rocca/3544/2017-barbaresco-docg?c=362,1
191,Barbaresco DOCG 'Ronchi',Albino Rocca, Italien ,Piemont, 2017 ,red,54.0,14.5,https://www.wein-direktimport.de/media/image/30/65/21/Ronchi-Barbaresco_200x300.jpg,https://www.wein-direktimport.de/weine/italien/piemont/albino-rocca/3545/2017-barbaresco-docg-ronchi?c=362,1
192,Dolcetto d'Alba DOC,Albino Rocca, Italien ,Piemont, 2019 ,red,13.9,13.0,https://www.wein-direktimport.de/media/image/83/9a/08/Dolcetto-d-AlbaZIP_200x300.jpg,https://www.wein-direktimport.de/weine/italien/piemont/albino-rocca/3547/2019-dolcetto-d-alba-doc?c=362,1
193,Barbera d'Alba DOC,Albino Rocca, Italien ,Piemont, 2019 ,red,13.9,13.5,https://www.wein-direktimport.de/media/image/4a/d4/c4/Barbera-d-AlbaZIP_200x300.jpg,https://www.wein-direktimport.de/weine/italien/piemont/albino-rocca/3546/2019-barbera-d-alba-doc?c=362,1
194,Rosso di Montalcino,Caparzo, Italien ,Toscana, 2019 ,red,12.3,13.5,https://www.wein-direktimport.de/media/image/98/49/8d/12060220_200x300.jpg,https://www.wein-direktimport.de/weine/italien/toskana/tenuta-caparzo/3533/2019-rosso-di-montalcino?c=362,1
195,Borgonero Rosso Toscana Magnum,Borgo Scopeto, Italien ,Toscana, 2017 ,red,24.5,13.5,https://www.wein-direktimport.de/media/image/4b/cd/61/Borgo-Scorpeto-Borgonero-2017-MAGNUM_200x300.jpg,https://www.wein-direktimport.de/weine/italien/toskana/borgo-scopeto/3532/2017-borgonero-rosso-toscana-magnum?c=362,1
196,Lasendal Selecció,Celler de Capçanes, Spanien ,Tarragona, 2019 ,red,8.9,14.5,https://www.wein-direktimport.de/media/image/a4/5f/a8/Lasendal-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/spanien/region-tarragona/celler-de-capcanes/4274/2019-lasendal-seleccio?c=362,1
197,Mas Collet Selecció,Celler de Capçanes, Spanien ,Tarragona, 2019 ,red,8.9,14.5,https://www.wein-direktimport.de/media/image/d4/b7/c4/Mas-Collet-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/spanien/region-tarragona/celler-de-capcanes/4273/2019-mas-collet-seleccio?c=362,1
198,Côtes du Rhône Rouge 'Le Caillou',Le Clos du Caillou, Frankreich ,Rhône, 2019 ,red,11.0,14.5,https://www.wein-direktimport.de/media/image/c2/4b/da/CDR-Rouge1S4dJPTOIST7n_200x300.jpg,https://www.wein-direktimport.de/weine/frankreich/suedliche-rhone/les-clos-du-caillou/3522/2019-cotes-du-rhone-rouge-le-caillou?c=362,1
199,Châteauneuf-du-Pape Rouge 'La Réserve',Le Clos du Caillou, Frankreich ,Rhône, 2018 ,red,110.0,15.0,https://www.wein-direktimport.de/media/image/ba/77/7a/CNP-RESERVE_200x300.jpg,https://www.wein-direktimport.de/weine/frankreich/suedliche-rhone/les-clos-du-caillou/3528/2018-chateauneuf-du-pape-rouge-la-reserve?c=362,1
200,Châteauneuf-du-Pape Rouge 'LES QUARTZ',Le Clos du Caillou, Frankreich ,Rhône, 2018 ,red,59.0,14.5,https://www.wein-direktimport.de/media/image/08/e7/f0/CNP-QuartzutEQu8TY7HCzG_200x300.jpg,https://www.wein-direktimport.de/weine/frankreich/suedliche-rhone/les-clos-du-caillou/3526/2018-chateauneuf-du-pape-rouge-les-quartz?c=362,1
201,Côtes du Rhône Rouge 'La Réserve',Le Clos du Caillou, Frankreich ,Rhône, 2018 ,red,28.95,15.0,https://www.wein-direktimport.de/media/image/a4/33/7f/CdR-Reserve-Rouge_200x300.jpg,https://www.wein-direktimport.de/weine/frankreich/suedliche-rhone/les-clos-du-caillou/3525/2018-cotes-du-rhone-rouge-la-reserve?c=362,1
202,Navarra Tinto Finca Artea 5 Liter Weinschlauch,Bodegas Nekeas, Spanien ,Navarra, ohne ,red,12.9,13.0,https://www.wein-direktimport.de/media/image/0b/92/90/BIB-Finca-Artea-Tinto-5-Liter_200x300.jpg,https://www.wein-direktimport.de/alle-weine/typ/bag-in-box/1836/navarra-tinto-finca-artea-5-liter-weinschlauch?c=362,1
203,Dolcetto d'Alba DOC dei Grassi,Azienda Agricola Elio Grasso, Italien ,Piemont, 2019 ,red,14.3,13.0,https://www.wein-direktimport.de/media/image/0f/bd/73/Dolcetto-d-AlbarF2gUGUyp4vcG_200x300.jpg,https://www.wein-direktimport.de/weine/italien/piemont/azienda-agricola-elio-grasso/3467/2019-dolcetto-d-alba-doc-dei-grassi?c=362,1
204,Bourgogne Rouge AC,Domaine Hudelot-Noëllat, Frankreich ,Bourgogne, 2018 ,red,28.0,12.5,https://www.wein-direktimport.de/media/image/2b/8e/42/Bourgogne-RougevYAaTxAc7gSTh_200x300.jpg,https://www.wein-direktimport.de/weine/frankreich/bourgogne/cote-d-or/hudelot-noellat/3461/2018-bourgogne-rouge-ac?c=362,1
205,Vougeot 1er Cru 'Les Petits Vougeots',Domaine Hudelot-Noëllat, Frankreich ,Bourgogne, 2018 ,red,95.0,13.0,https://www.wein-direktimport.de/media/image/e8/87/f6/Vougeot-1er-Pet-VougeotXsQqVpPQj7ohJ_200x300.jpg,https://www.wein-direktimport.de/weine/frankreich/bourgogne/cote-d-or/hudelot-noellat/3459/2018-vougeot-1er-cru-les-petits-vougeots?c=362,1
206,Chambolle-Musigny AC,Domaine Hudelot-Noëllat, Frankreich ,Bourgogne, 2018 ,red,58.0,13.0,https://www.wein-direktimport.de/media/image/93/d4/c2/Chambolles-Muss_200x300.jpg,https://www.wein-direktimport.de/weine/frankreich/bourgogne/cote-d-or/hudelot-noellat/3460/2018-chambolle-musigny-ac?c=362,1
207,Nuits St. Georges 'Les Bas du Combe',Domaine Hudelot-Noëllat, Frankreich ,Bourgogne, 2018 ,red,58.5,13.0,https://www.wein-direktimport.de/media/image/a5/cb/35/Nuits-St-George-Bas-Combe_200x300.jpg,https://www.wein-direktimport.de/weine/frankreich/bourgogne/cote-d-or/hudelot-noellat/3464/2018-nuits-st.-georges-les-bas-du-combe?c=362,1
208,Sangiovese Rosso Toscana,Caparzo, Italien ,Toscana, 2019 ,red,5.95,13.0,https://www.wein-direktimport.de/media/image/d5/81/a8/Sangiovese-Toscana-Rosso-2019-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/italien/toskana/tenuta-caparzo/2530/2019-sangiovese-rosso-toscana?c=362,1
209,Plumbago Rosso Sicilia DOC,Aziende Agricole Planeta S.S., Italien ,Sizilien, 2018 ,red,11.0,13.5,https://www.wein-direktimport.de/media/image/b7/bd/6d/Plumbago_200x300.jpg,https://www.wein-direktimport.de/weine/italien/sizilien/planeta/3448/2018-plumbago-rosso-sicilia-doc?c=362,1
210,Côtes du Roussillon Villages 'Agly Brothers',Domaine de Bila Haut, Frankreich ,Roussillon, 2017 ,red,22.5,15.0,https://www.wein-direktimport.de/media/image/5d/4d/4e/Agly-Brothers-Rouge-2017_200x300.jpg,https://www.wein-direktimport.de/weine/frankreich/roussillon/domaine-de-bila-haut/3453/2017-cotes-du-roussillon-villages-agly-brothers?c=362,1
211,Chianti Classico Riserva RANCIA,Fèlsina Società Agricola, Italien ,Toscana, 2017 ,red,37.5,13.5,https://www.wein-direktimport.de/media/image/60/94/91/Rancia-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/italien/toskana/felsina/3444/2017-chianti-classico-riserva-rancia?c=362,1
212,Fontalloro Toscana Rosso,Fèlsina Società Agricola, Italien ,Toscana, 2017 ,red,49.0,13.5,https://www.wein-direktimport.de/media/image/7f/5b/bc/Fontalloro-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/italien/toskana/felsina/3442/2017-fontalloro-toscana-rosso?c=362,1
213,Chianti Classico Riserva Berardenga,Fèlsina Società Agricola, Italien ,Toscana, 2017 ,red,25.5,13.5,https://www.wein-direktimport.de/media/image/ce/65/d2/Chianti-Classico-RISERVA-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/italien/toskana/felsina/3441/2017-chianti-classico-riserva-berardenga?c=362,1
214,Masseto,Masseto, Italien ,Toscana, 2017 ,red,770.0,15.5,https://www.wein-direktimport.de/media/image/96/cb/c9/Masseto-o-J_200x300.jpg,https://www.wein-direktimport.de/weine/italien/toskana/ornellaia/3423/2017-masseto?c=362,1
215,Toscana IGT 'Solaia' Magnum,Marchesi Antinori, Italien ,Toscana, 2017 ,red,750.0,14.0,https://www.wein-direktimport.de/media/image/18/66/b3/Solaia_200x300.jpg,https://www.wein-direktimport.de/alle-weine/typ/magnum-doppelmagnum.../3424/2017-toscana-igt-solaia-magnum?c=362,1
216,Toscana IGT 'Solaia',Marchesi Antinori, Italien ,Toscana, 2017 ,red,299.0,14.0,https://www.wein-direktimport.de/media/image/18/66/b3/Solaia_200x300.jpg,https://www.wein-direktimport.de/weine/italien/toskana/marchese-antinori/3395/2017-toscana-igt-solaia?c=362,1
217,Rioja Lindes de Remelluri 'San Vincente',Granja de Remelluri, Spanien ,Rioja, 2016 ,red,16.25,14.0,https://www.wein-direktimport.de/media/image/27/2e/aa/2016-Lindes-St-VincenteZIP_200x300.jpg,https://www.wein-direktimport.de/weine/spanien/rioja/granja-de-remelluri/3364/2016-rioja-lindes-de-remelluri-san-vincente?c=362,1
218,Santenay Rouge 'Clos des Hâtes',Domaine Hubert Lamy, Frankreich ,Bourgogne, 2019 ,red,39.9,13.0,https://www.wein-direktimport.de/media/image/0b/fb/ef/Santenay-Rouge-Clos-Hates-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/frankreich/bourgogne/cote-d-or/hubert-lamy/4423/2019-santenay-rouge-clos-des-hates?c=362,1
219,Santenay Rouge 'Clos des Hâtes',Domaine Hubert Lamy, Frankreich ,Bourgogne, 2018 ,red,39.0,13.0,https://www.wein-direktimport.de/media/image/65/8c/36/Santenay-Rouge-Clos-Hates_200x300.jpg,https://www.wein-direktimport.de/weine/frankreich/bourgogne/cote-d-or/hubert-lamy/3306/2018-santenay-rouge-clos-des-hates?c=362,1
220,Barolo,Cantina Bartolo Mascarello, Italien ,Piemont, 2016 ,red,,14.5,https://www.wein-direktimport.de/media/image/e5/ca/8b/Mascarello-BaroloMBGcSWVlD7JqK_200x300.jpg,https://www.wein-direktimport.de/weine/italien/piemont/bartolo-mascarello/3267/2016-barolo?c=362,1
221,GSM,Bodegas Castaño, Spanien ,Yecla, 2018 ,red,7.9,14.0,https://www.wein-direktimport.de/media/image/35/63/ef/GSM-o-J_200x300.jpg,https://www.wein-direktimport.de/weine/spanien/yecla/bodegas-castano/3245/2018-gsm?c=362,1
222,Zweigelt Beerenauslese 375 ml,Weingut Kracher, Österreich ,Burgenland, 2018 ,red,16.5,10.5,https://www.wein-direktimport.de/media/image/af/e8/29/Zweigelt-Beerenauslese_200x300.jpg,https://www.wein-direktimport.de/weine/oesterreich/burgenland/weingut-kracher/3227/2018-zweigelt-beerenauslese-375-ml?c=362,1
223,Lagrein 'Rubatsch',Manincor, Italien ,Südtirol/Alto Adige, 2018 ,red,29.5,13.0,https://www.wein-direktimport.de/media/image/5a/86/0f/2018-Rubatsch-Lagrein_200x300.jpg,https://www.wein-direktimport.de/weine/italien/suedtirol/manincor/3224/2018-lagrein-rubatsch?c=362,1
224,"Syrah ""Case Via""",Az. Agr. Fontodi, Italien ,Toscana, 2016 ,red,39.0,15.0,https://www.wein-direktimport.de/media/image/0d/d2/ae/Casa-Via-2016_200x300.jpg,https://www.wein-direktimport.de/weine/italien/toskana/fontodi/857/2016-syrah-case-via?c=362,1
225,Pago La Jara,Gago Viticultores de Toro, Spanien ,Toro, 2016 ,red,39.5,14.0,https://www.wein-direktimport.de/media/image/67/20/6d/Pago-la-Jara-o-J_200x300.jpg,https://www.wein-direktimport.de/weine/spanien/toro/gago-viticultores-de-toro/3177/2017-pago-la-jara?c=362,1
226,Rouge 'Oudan',Domaine Sérol, Frankreich ,Loire, 2018 ,red,16.5,12.0,https://www.wein-direktimport.de/media/image/34/8a/54/Oudan-2018_200x300.jpg,https://www.wein-direktimport.de/weine/frankreich/loire/domaine-robert-serol/3174/2018-rouge-oudan?c=362,1
227,Rouge 'Perdrizière',Domaine Sérol, Frankreich ,Loire, 2018 ,red,17.95,12.5,https://www.wein-direktimport.de/media/image/f9/72/65/Perdrizi-re-2018_200x300.jpg,https://www.wein-direktimport.de/weine/frankreich/loire/domaine-robert-serol/3173/2018-rouge-perdriziere?c=362,1
228,Rouge 'Chez Coste',Domaine Sérol, Frankreich ,Loire, 2018 ,red,28.5,13.5,https://www.wein-direktimport.de/media/image/02/62/6b/Chez-Coste-2018_200x300.jpg,https://www.wein-direktimport.de/weine/frankreich/loire/domaine-robert-serol/3175/2018-rouge-chez-coste?c=362,1
229,"Brunello di Montalcino ""La Casa""",Caparzo, Italien ,Toscana, 2015 ,red,49.5,13.5,https://www.wein-direktimport.de/media/image/86/c2/dc/La-Casa-Brunello-2015-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/italien/toskana/tenuta-caparzo/3149/2015-brunello-di-montalcino-la-casa?c=362,1
230,Les Vignes de Bila Haut Rouge,Domaine de Bila Haut, Frankreich ,Roussillon, 2018 ,red,8.3,14.0,https://www.wein-direktimport.de/media/image/2c/8c/72/Vignes-de-Bila-Haut-Rouge-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/frankreich/roussillon/domaine-de-bila-haut/3141/2018-les-vignes-de-bila-haut-rouge?c=362,1
231,Barolo Castiglione,Vietti, Italien ,Piemont, 2016 ,red,49.5,14.5,https://www.wein-direktimport.de/media/image/56/e6/12/Barolo-Castiglione_200x300.jpg,https://www.wein-direktimport.de/weine/italien/piemont/vietti/3121/2016-barolo-castiglione?c=362,1
232,Barolo Brunate,Vietti, Italien ,Piemont, 2016 ,red,175.0,15.0,https://www.wein-direktimport.de/media/image/28/f2/a9/14_barolo_brunate_vietti_200x300.jpg,https://www.wein-direktimport.de/weine/italien/piemont/vietti/3122/2016-barolo-brunate?c=362,1
233,Langhe Nebbiolo 'Perbacco',Vietti, Italien ,Piemont, 2017 ,red,18.5,14.0,https://www.wein-direktimport.de/media/image/01/20/57/09_nebbiolo_perbacco_vietti-ZIP_200x300.jpg,https://www.wein-direktimport.de/weine/italien/piemont/vietti/3118/2017-langhe-nebbiolo-perbacco?c=362,1
234,SAFFREDI,Fattoria Le Pupille, Italien ,Toscana, 2017 ,red,79.0,14.5,https://www.wein-direktimport.de/media/image/c6/6b/4e/Saffredi-o-J_200x300.jpg,https://www.wein-direktimport.de/weine/italien/toskana/fattoria-le-pupille/3110/2017-saffredi?c=362,1
235,Poggio Valente Magnum,Fattoria Le Pupille, Italien ,Toscana, 2016 ,red,59.5,14.0,https://www.wein-direktimport.de/media/image/4a/f0/e7/Poggio-Valente-MG_200x300.jpg,https://www.wein-direktimport.de/weine/italien/toskana/fattoria-le-pupille/3109/2016-poggio-valente-magnum?c=362,1
236,Brunello di Montalcino,Azienda Agricola Le Ragnaie, Italien ,Toscana, 2015 ,red,59.0,14.5,https://www.wein-direktimport.de/media/image/e6/91/f7/2015-BrunelloIivVrGbvfssP9_200x300.jpg,https://www.wein-direktimport.de/weine/italien/toskana/le-ragnaie/3101/2015-brunello-di-montalcino?c=362,1
237,Toscana Rosso 'Troncone',Azienda Agricola Le Ragnaie, Italien ,Toscana, 2017 ,red,13.9,13.5,/themes/Frontend/WeinDirektimport/frontend/_public/src/img/no-picture.jpg,https://www.wein-direktimport.de/weine/italien/toskana/le-ragnaie/3103/2017-toscana-rosso-troncone?c=362,1
238,Brunello di Montalcino 'Casanovina Montosoli' Magnum,Azienda Agricola Le Ragnaie, Italien ,Toscana, 2015 ,red,240.0,15.0,https://www.wein-direktimport.de/media/image/81/f2/45/2015-Casanovina-Montosoli-MAGNUMfVhcyPWalNYTY_200x300.jpg,https://www.wein-direktimport.de/alle-weine/typ/magnum-doppelmagnum.../3098/2015-brunello-di-montalcino-casanovina-montosoli-magnum?c=362,1
239,Pinot Noir Brauneberger Klostergarten ***,Weingut Markus Molitor, Deutschland ,Mosel, 2015 ,red,79.0,13.0,https://www.wein-direktimport.de/media/image/13/c9/58/2015-PN-Brauneberger-Klostergarten-drei-Sterne_200x300.jpg,https://www.wein-direktimport.de/weine/deutschland/mosel-und-saar/weingut-markus-molitor/3016/2015-pinot-noir-brauneberger-klostergarten?c=362,1
240,"Mercurey Village Rouge ""Le Chapître""",Domaine Lorenzon, Frankreich ,Bourgogne, 2018 ,red,35.0,13.0,https://www.wein-direktimport.de/media/image/e3/90/1c/Clos-Chapitre-Mercurey-Village-Rouge_200x300.jpg,https://www.wein-direktimport.de/weine/frankreich/bourgogne/cote-chalonnaise/domaine-lorenzon/2993/2018-mercurey-village-rouge-le-chapitre?c=362,1
241,"Mercurey Rouge 1er Cru ""Les Champs Martin""",Domaine Lorenzon, Frankreich ,Bourgogne, 2018 ,red,46.0,13.0,https://www.wein-direktimport.de/media/image/8a/66/3e/Champ-Martin-rouge_200x300.jpg,https://www.wein-direktimport.de/weine/frankreich/bourgogne/cote-chalonnaise/domaine-lorenzon/2994/2018-mercurey-rouge-1er-cru-les-champs-martin?c=362,1
242,Zweigelt Domaene Gobelsburg,Schloss Gobelsburg, Österreich ,Kamptal, 2018 ,red,8.9,12.5,https://www.wein-direktimport.de/media/image/c1/80/ab/Zweigelt-Domaenexd0F0TLHmOqEU_200x300.jpg,https://www.wein-direktimport.de/weine/oesterreich/kamptal/weingut-schloss-gobelsburg/2466/2018-zweigelt-domaene-gobelsburg?c=362,1
243,Barolo DOCG 'Ginestra Casa Maté',Azienda Agricola Elio Grasso, Italien ,Piemont, 2016 ,red,96.0,15.0,https://www.wein-direktimport.de/media/image/f6/e0/c2/Barolo-Casa-MateZR05TlGso44ve_200x300.jpg,https://www.wein-direktimport.de/weine/italien/piemont/azienda-agricola-elio-grasso/2910/2016-barolo-docg-ginestra-casa-mate?c=362,1
244,Barolo DOCG 'Gavarini Chiniera',Azienda Agricola Elio Grasso, Italien ,Piemont, 2016 ,red,96.0,14.5,https://www.wein-direktimport.de/media/image/7a/ea/db/Barolo-Chiniera_200x300.jpg,https://www.wein-direktimport.de/weine/italien/piemont/azienda-agricola-elio-grasso/2907/2016-barolo-docg-gavarini-chiniera?c=362,1
245,Barolo DOCG 'Ginestra Casa Maté' Magnum,Azienda Agricola Elio Grasso, Italien ,Piemont, 2016 ,red,192.0,15.0,https://www.wein-direktimport.de/media/image/db/26/54/Barolo-Casa-Mate-o-J_200x300.jpg,https://www.wein-direktimport.de/weine/italien/piemont/azienda-agricola-elio-grasso/2911/2016-barolo-docg-ginestra-casa-mate-magnum?c=362,1
246,Barolo DOCG 'Gavarini Chiniera' Magnum,Azienda Agricola Elio Grasso, Italien ,Piemont, 2016 ,red,195.0,14.5,https://www.wein-direktimport.de/media/image/36/e1/79/Barolo-Chiniera-Text_200x300.jpg,https://www.wein-direktimport.de/weine/italien/piemont/azienda-agricola-elio-grasso/2908/2016-barolo-docg-gavarini-chiniera-magnum?c=362,1
247,Barolo DOCG Riserva 'Rüncot' Magnum,Azienda Agricola Elio Grasso, Italien ,Piemont, 2013 ,red,450.0,14.5,https://www.wein-direktimport.de/media/image/e3/46/84/Ruencot_200x300.jpg,https://www.wein-direktimport.de/weine/italien/piemont/azienda-agricola-elio-grasso/2914/2013-barolo-docg-riserva-ruencot-magnum?c=362,1
248,"Rioja 'Lanzaga', Bodega Lanzaga",Bodegas Lanzaga, Spanien ,Rioja, 2014 ,red,19.9,14.0,https://www.wein-direktimport.de/media/image/e0/3b/42/2014-LanzagaU51msXExB9atH_200x300.jpg,https://www.wein-direktimport.de/weine/spanien/rioja/bodega-lanzaga-rioja/2933/2014-rioja-lanzaga-bodega-lanzaga?c=362,1
249,Brunello di Montalcino,Az. Agr. Casanova di Neri, Italien ,Toscana, 2015 ,red,49.0,14.5,https://www.wein-direktimport.de/media/image/db/a1/69/2015-Brunello_200x300.jpg,https://www.wein-direktimport.de/weine/italien/toskana/casanova-di-neri/2919/2015-brunello-di-montalcino?c=362,1
250,STEINSATZ Rotwein,Markus Schneider, Deutschland ,Pfalz, 2016 ,red,29.5,14.5,https://www.wein-direktimport.de/media/image/32/f4/bc/Markus-Schneider_Steinsatz_Rotwein_Cuvee_200x300.jpg,https://www.wein-direktimport.de/weine/deutschland/pfalz/weingut-markus-schneider/212/2016-steinsatz-rotwein?c=362,1
251,Volnay Rouge 1er Cru Les Pitures,Domaine Blain-Gagnard, Frankreich ,Bourgogne, 2017 ,red,65.0,13.0,https://www.wein-direktimport.de/media/image/34/7d/1b/2017-Volnay-1er-Pitures_200x300.jpg,https://www.wein-direktimport.de/weine/frankreich/bourgogne/cote-d-or/domaine-blain-gagnard/2895/2017-volnay-rouge-1er-cru-les-pitures?c=362,1
252,Volnay Rouge 1er Cru Champans,Domaine Blain-Gagnard, Frankreich ,Bourgogne, 2017 ,red,69.0,13.0,https://www.wein-direktimport.de/media/image/b4/4c/3f/2017-Volnay-1er-Cru-Champans-rouge_200x300.jpg,https://www.wein-direktimport.de/weine/frankreich/bourgogne/cote-d-or/domaine-blain-gagnard/2896/2017-volnay-rouge-1er-cru-champans?c=362,1
253,Chassagne-Montrachet Rouge 1er Cru Morgeot,Domaine Blain-Gagnard, Frankreich ,Bourgogne, 2017 ,red,55.0,13.0,https://www.wein-direktimport.de/media/image/d1/4c/55/2017-Chass-Montra-1er-Cru-Morgeot-rouge_200x300.jpg,https://www.wein-direktimport.de/weine/frankreich/bourgogne/cote-d-or/domaine-blain-gagnard/2894/2017-chassagne-montrachet-rouge-1er-cru-morgeot?c=362,1
254,Chassagne-Montrachet Rouge 1er Cru Clos Saint Jean,Domaine Blain-Gagnard, Frankreich ,Bourgogne, 2017 ,red,55.0,13.5,https://www.wein-direktimport.de/media/image/ab/4e/03/2017-Chass-Montra-1er-Cru-Clos-St-Jean-ROUGE_200x300.jpg,https://www.wein-direktimport.de/weine/frankreich/bourgogne/cote-d-or/domaine-blain-gagnard/2893/2017-chassagne-montrachet-rouge-1er-cru-clos-saint-jean?c=362,1
255,"Pinot Noir ""Melandor""",Weingut Metzger, Deutschland ,Pfalz, 2016 ,red,48.0,13.0,https://www.wein-direktimport.de/media/image/a3/a3/45/Metzger-Melandor_200x300.jpg,https://www.wein-direktimport.de/weine/deutschland/pfalz/uli-metzger/2831/2016-pinot-noir-melandor?c=362,1
256,"Chianti Classico Gran Selezione ""Vigna del Sorbo"" Magnum",Az. Agr. Fontodi, Italien ,Toscana, 2016 ,red,160.0,15.0,https://www.wein-direktimport.de/media/image/a6/08/23/Vigna-del-Sorbo-MG_200x300.jpg,https://www.wein-direktimport.de/weine/italien/toskana/fontodi/2814/2016-chianti-classico-gran-selezione-vigna-del-sorbo-magnum?c=362,1
257,Pinot Noir 'Arthos',Weingut Metzger, Deutschland ,Pfalz, 2016 ,red,38.0,13.5,https://www.wein-direktimport.de/media/image/b9/63/5b/Arthos47t0sJnEUBgjp_200x300.jpg,https://www.wein-direktimport.de/weine/deutschland/pfalz/uli-metzger/2803/2016-pinot-noir-arthos?c=362,1
258,Châteauneuf-du-Pape Rouge 'LES QUARTZ',Le Clos du Caillou, Frankreich ,Rhône, 2017 ,red,59.0,14.5,https://www.wein-direktimport.de/media/image/f3/57/9f/CNP-QUARTZ_200x300.jpg,https://www.wein-direktimport.de/weine/frankreich/suedliche-rhone/les-clos-du-caillou/2542/2017-chateauneuf-du-pape-rouge-les-quartz?c=362,1
259,Châteauneuf-du-Pape Rouge 'La Réserve',Le Clos du Caillou, Frankreich ,Rhône, 2017 ,red,110.0,14.5,https://www.wein-direktimport.de/media/image/33/22/f3/CNP-ReserveyCw0DEGLTyiaK_200x300.jpg,https://www.wein-direktimport.de/weine/frankreich/suedliche-rhone/les-clos-du-caillou/2543/2017-chateauneuf-du-pape-rouge-la-reserve?c=362,1
260,"Châteauneuf-du-Pape rouge ""Les Safres""",Le Clos du Caillou, Frankreich ,Rhône, 2017 ,red,37.5,14.5,https://www.wein-direktimport.de/media/image/86/ed/98/CNP-SAFRES_200x300.jpg,https://www.wein-direktimport.de/weine/frankreich/suedliche-rhone/les-clos-du-caillou/2541/2017-chateauneuf-du-pape-rouge-les-safres?c=362,1
261,Langhe Nebbiolo 'Gavarini',Azienda Agricola Elio Grasso, Italien ,Piemont, 2018 ,red,19.4,14.0,https://www.wein-direktimport.de/media/image/0e/ee/68/Langhe-Nebbiolo-o-J_200x300.jpg,https://www.wein-direktimport.de/weine/italien/piemont/azienda-agricola-elio-grasso/2759/2018-langhe-nebbiolo-gavarini?c=362,1
262,Barbera d'Alba 'Vigna Martina' Magnum,Azienda Agricola Elio Grasso, Italien ,Piemont, 2018 ,red,56.5,15.0,https://www.wein-direktimport.de/media/image/17/17/03/Barbera-d-Alba-o-J_200x300.jpg,https://www.wein-direktimport.de/weine/italien/piemont/azienda-agricola-elio-grasso/2758/2017-barbera-d-alba-vigna-martina-magnum?c=362,1
263,Barbaresco 'Ronchi',Albino Rocca, Italien ,Piemont, 2016 ,red,58.0,14.5,https://www.wein-direktimport.de/media/image/69/db/69/Barbaresco-Ronchi_200x300.jpg,https://www.wein-direktimport.de/weine/italien/piemont/albino-rocca/2750/2016-barbaresco-ronchi?c=362,1
264,Dolcetto d'Alba dei Grassi,Azienda Agricola Elio Grasso, Italien ,Piemont, 2018 ,red,13.95,13.0,https://www.wein-direktimport.de/media/image/98/33/g0/Dolcetto-d-Alba-o-J_200x300.jpg,https://www.wein-direktimport.de/weine/italien/piemont/azienda-agricola-elio-grasso/2756/2018-dolcetto-d-alba-dei-grassi?c=362,1
265,Barbaresco 'Ronchi' Magnum,Albino Rocca, Italien ,Piemont, 2016 ,red,115.0,14.5,https://www.wein-direktimport.de/media/image/69/db/69/Barbaresco-Ronchi_200x300.jpg,https://www.wein-direktimport.de/weine/italien/piemont/albino-rocca/2752/2016-barbaresco-ronchi-magnum?c=362,1
266,Nebbiolo d'Alba,Albino Rocca, Italien ,Piemont, 2017 ,red,19.9,14.5,https://www.wein-direktimport.de/media/image/6f/d7/67/NebbiolowZKsiaDmu9JfQ_200x300.jpg,https://www.wein-direktimport.de/weine/italien/piemont/albino-rocca/2753/2017-nebbiolo-d-alba?c=362,1
267,Châteauneuf-du-Pape Rouge 375 ml,Château de Beaucastel/Familie Perrin, Frankreich ,Rhône, 2017 ,red,36.0,14.5,https://www.wein-direktimport.de/media/image/2b/9e/cf/Beaucastel-Chat9-Rouge-o-JYoYOS5DcYiawU_200x300.jpg,https://www.wein-direktimport.de/weine/frankreich/suedliche-rhone/chateau-de-beaucastel/2745/2017-chateauneuf-du-pape-rouge-375-ml?c=362,1
